date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:19:59	12728/12728	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e9ec840bf9a6d0c2a4a6104ab6fa3113%22	https://learnplus.demo.frontendmatter.com/assets/vendor/moment-range.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/vendor/moment-range.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:59	173077/173077	---MCZ	200	added ('OK')	application/javascript	etag:W/%229b1ae20c4c7048d6e4a1b2e1aee7fb31%22	https://learnplus.demo.frontendmatter.com/assets/vendor/Chart.min.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/vendor/Chart.min.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:20:00	32356/32356	---MCZ	200	added ('OK')	application/javascript	etag:W/%2230ec5f8f4ac9930eeb97843f5d71c65b%22	https://learnplus.demo.frontendmatter.com/assets/js/chartjs.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/js/chartjs.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:20:00	27806/27806	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a496b4fe6d5c430c736188a5e5cf2719%22	https://learnplus.demo.frontendmatter.com/assets/js/page.student-dashboard.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/js/page.student-dashboard.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:20:01	69177/69177	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2296c476804d7a788cc1c05351b287ee41%22	https://learnplus.demo.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.eot	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.eot	(from https://learnplus.demo.frontendmatter.com/assets/css/material-icons.css)
19:20:01	60840/60840	---M--	200	added ('OK')	font/woff2	etag:%220509ab09c1b0d2200a4135803c91d6ce%22	https://learnplus.demo.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.woff2	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.woff2	(from https://learnplus.demo.frontendmatter.com/assets/css/material-icons.css)
19:20:02	79612/79612	---M--	200	added ('OK')	font/woff	etag:%2229b882f018fa6fe75fd338aaae6235b8%22	https://learnplus.demo.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.woff	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.woff	(from https://learnplus.demo.frontendmatter.com/assets/css/material-icons.css)
19:20:02	174048/174048	---MCZ	200	added ('OK')	font/ttf	etag:W/%22da4ea5cdfca6b3baab285741f5ccb59f%22	https://learnplus.demo.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.ttf	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/material-icons/MaterialIcons-Regular.ttf	(from https://learnplus.demo.frontendmatter.com/assets/css/material-icons.css)
19:20:03	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22e2ca6541bff3a3e9f4799ee327b28c58%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.eot	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.eot	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:03	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22e2ca6541bff3a3e9f4799ee327b28c58%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.eot?	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400d41d.eot	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:03	78460/78460	---M--	200	added ('OK')	font/woff2	etag:%22f075c50f89795e4cdb4d45b51f1a6800%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.woff2	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.woff2	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:04	92136/92136	---M--	200	added ('OK')	font/woff	etag:%22ad527cc5ec23d6da66e8a1d6772ea6d3%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.woff	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.woff	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:04	136516/136516	---MCZ	200	added ('OK')	font/ttf	etag:W/%228300bd7f30e0a313c1d772b49d96cb8e%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.ttf	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.ttf	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:06	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222f12242375edd68e9013ecfb59c672e9%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.svg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-brands-400.svg	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:06	204814/204814	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228ac3167427b1d5d2967646bd8f7a0587%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.eot	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.eot	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:06	204814/204814	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228ac3167427b1d5d2967646bd8f7a0587%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.eot?	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900d41d.eot	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:06	80300/80300	---M--	200	added ('OK')	font/woff2	etag:%228e1ed89b6ccb8ce41faf5cb672677105%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.woff2	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.woff2	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:07	104280/104280	---M--	200	added ('OK')	font/woff	etag:%224451e1d86df7491dd874f2c41eee1053%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.woff	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.woff	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:07	204528/204528	---MCZ	200	added ('OK')	font/ttf	etag:W/%22205f07b3883c484f27f40d21a92950d4%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.ttf	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.ttf	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:07	917575/917575	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22664de3932dd6291b4b8a8c0ddbcb4c61%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.svg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-solid-900.svg	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:08	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22b01516c1808be557667befec76cd6318%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.eot	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.eot	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:08	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22b01516c1808be557667befec76cd6318%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.eot?	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400d41d.eot	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:08	13548/13548	---M--	200	added ('OK')	font/woff2	etag:%224a74738e7728e93c4394b8604081da62%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.woff2	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.woff2	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:09	16772/16772	---M--	200	added ('OK')	font/woff	etag:%223c6879c4f342203d099bdd66dce6d396%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.woff	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.woff	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:09	34052/34052	---MCZ	200	added ('OK')	font/ttf	etag:W/%2249f00693b0e5d45097832ef5ea1bc541%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.ttf	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.ttf	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:10	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223602b7e8b2cb1462b0bef9738757ef8a%22	https://learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.svg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/fonts/fontawesome-free/fa-regular-400.svg	(from https://learnplus.demo.frontendmatter.com/assets/css/fontawesome.css)
19:20:10	51744/51744	---M--	200	added ('OK')	image/jpeg	etag:%22e13b7d2efbe6f29d5e07af9ad59cabba%22	https://learnplus.demo.frontendmatter.com/assets/images/256_rsz_nicolas-horn-689011-unsplash.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/256_rsz_nicolas-horn-689011-unsplash.jpg	(from https://learnplus.demo.frontendmatter.com/student-forum.html)
19:20:11	51191/51191	---M--	200	added ('OK')	image/jpeg	etag:%224a353070aac7338130dfa8ecf8f677b7%22	https://learnplus.demo.frontendmatter.com/assets/images/256_rsz_sharina-mae-agellon-377466-unsplash.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/256_rsz_sharina-mae-agellon-377466-unsplash.jpg	(from https://learnplus.demo.frontendmatter.com/student-forum.html)
19:20:11	30676/30676	---M--	200	added ('OK')	image/jpeg	etag:%22ca85faa3bac399927e7169c16b4b4a67%22	https://learnplus.demo.frontendmatter.com/assets/images/256_rsz_karl-s-973833-unsplash.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/256_rsz_karl-s-973833-unsplash.jpg	(from https://learnplus.demo.frontendmatter.com/student-forum.html)
19:20:11	84563/84563	---MCZ	200	added ('OK')	text/html	etag:W/%22070cfbfc25d74c6d4114d54df64f8d77%22	https://learnplus.demo.frontendmatter.com/fixed-student-forum.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/fixed-student-forum.html	(from https://learnplus.demo.frontendmatter.com/student-forum.html)
19:20:12	63702/63702	---MCZ	200	added ('OK')	text/html	etag:W/%22937cad79ed0a6c3a31331ebcf16250f5%22	https://learnplus.demo.frontendmatter.com/fixed-student-help-center.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/fixed-student-help-center.html	(from https://learnplus.demo.frontendmatter.com/student-help-center.html)
19:20:12	58111/58111	---MCZ	200	added ('OK')	text/html	etag:W/%228f6a6a12782983e3e666dcb7d33a78f0%22	https://learnplus.demo.frontendmatter.com/student-pay.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-pay.html	(from https://learnplus.demo.frontendmatter.com/student-cart.html)
19:20:12	65857/65857	---MCZ	200	added ('OK')	text/html	etag:W/%2210178b6703a87e3e5ae0f371998bda1e%22	https://learnplus.demo.frontendmatter.com/fixed-student-cart.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/fixed-student-cart.html	(from https://learnplus.demo.frontendmatter.com/student-cart.html)
19:20:13	5881/5881	---M--	200	added ('OK')	image/jpeg	etag:%22bead3ad6c1b677e22cadae1173b2f8d7%22	https://learnplus.demo.frontendmatter.com/assets/images/people/110/guy-6.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/people/110/guy-6.jpg	(from https://learnplus.demo.frontendmatter.com/student-messages.html)
19:20:13	4773/4773	---M--	200	added ('OK')	image/jpeg	etag:%227099414b02a613e6e4889bd0daa2f8b1%22	https://learnplus.demo.frontendmatter.com/assets/images/people/50/woman-5.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/people/50/woman-5.jpg	(from https://learnplus.demo.frontendmatter.com/student-messages.html)
19:20:14	4762/4762	---M--	200	added ('OK')	image/jpeg	etag:%22762070692ac38694ae7b0070bf342ee2%22	https://learnplus.demo.frontendmatter.com/assets/images/people/50/woman-2.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/people/50/woman-2.jpg	(from https://learnplus.demo.frontendmatter.com/student-messages.html)
19:20:14	4777/4777	---M--	200	added ('OK')	image/jpeg	etag:%22e6898794449af4f02fb37bd2ca09fe6a%22	https://learnplus.demo.frontendmatter.com/assets/images/people/50/woman-3.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/people/50/woman-3.jpg	(from https://learnplus.demo.frontendmatter.com/student-messages.html)
19:20:14	4483/4483	---M--	200	added ('OK')	image/jpeg	etag:%22cde7e7b009d70330093700e3024f7946%22	https://learnplus.demo.frontendmatter.com/assets/images/people/50/guy-3.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/people/50/guy-3.jpg	(from https://learnplus.demo.frontendmatter.com/student-messages.html)
19:20:15	84161/84161	---MCZ	200	added ('OK')	text/html	etag:W/%2219ee35cba9d68753f56f1c63e6bcb08e%22	https://learnplus.demo.frontendmatter.com/fixed-student-messages.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/fixed-student-messages.html	(from https://learnplus.demo.frontendmatter.com/student-messages.html)
19:20:15	54286/54286	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e5fe5fd6d63c1b40d3a4478f0bd55d33%22	https://learnplus.demo.frontendmatter.com/assets/js/messages.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/js/messages.js	(from https://learnplus.demo.frontendmatter.com/student-messages.html)
19:20:16	75097/75097	---MCZ	200	added ('OK')	text/html	etag:W/%22d0a5d9d01b250a796d1a9c116e9e8535%22	https://learnplus.demo.frontendmatter.com/fixed-student-account-edit.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/fixed-student-account-edit.html	(from https://learnplus.demo.frontendmatter.com/student-account-edit.html)
19:20:16	121922/121922	---M--	200	added ('OK')	image/jpeg	etag:%22d003f3538cc0615fccef443190815b4c%22	https://learnplus.demo.frontendmatter.com/assets/images/1280_rsz_aman-dhakal-205796-unsplash.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/1280_rsz_aman-dhakal-205796-unsplash.jpg	(from https://learnplus.demo.frontendmatter.com/student-profile.html)
19:20:17	62778/62778	---M--	200	added ('OK')	image/jpeg	etag:%222230c23ea0418c89baca1ee88ae3498b%22	https://learnplus.demo.frontendmatter.com/assets/images/256_rsz_clem-onojeghuo-150467-unsplash.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/256_rsz_clem-onojeghuo-150467-unsplash.jpg	(from https://learnplus.demo.frontendmatter.com/student-profile.html)
19:20:17	30566/30566	---M--	200	added ('OK')	image/png	etag:%227cfa115b24cce91414991036b4c4d148%22	https://learnplus.demo.frontendmatter.com/assets/images/github.png	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/github.png	(from https://learnplus.demo.frontendmatter.com/student-profile.html)
19:20:17	69106/69106	---MCZ	200	added ('OK')	text/html	etag:W/%22644f3e9147b963d0cf8db5c3569b54bf%22	https://learnplus.demo.frontendmatter.com/fixed-student-profile.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/fixed-student-profile.html	(from https://learnplus.demo.frontendmatter.com/student-profile.html)
19:20:18	2942/2942	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bd22fc8faf9cc7a0ef52403349138374%22	https://learnplus.demo.frontendmatter.com/assets/images/logo/primary.svg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/logo/primary.svg	(from https://learnplus.demo.frontendmatter.com/guest-login.html)
19:20:18	548/548	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Mar%202022%2012:20:18%20GMT	https://learnplus.demo.frontendmatter.com/student-signup.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-signup.html	(from https://learnplus.demo.frontendmatter.com/student-account-billing-upgrade.html)
19:20:19	64576/64576	---MCZ	200	added ('OK')	text/html	etag:W/%22ef469731771dd43e3c59a90049549102%22	https://learnplus.demo.frontendmatter.com/fixed-student-account-billing-upgrade.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/fixed-student-account-billing-upgrade.html	(from https://learnplus.demo.frontendmatter.com/student-account-billing-upgrade.html)
19:20:19	548/548	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Mar%202022%2012:20:18%20GMT	https://learnplus.demo.frontendmatter.com/student-student-take-course.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-student-take-course.html	(from https://learnplus.demo.frontendmatter.com/student-my-courses.html)
19:20:20	70818/70818	---MCZ	200	added ('OK')	text/html	etag:W/%228750f4a259a52ea1f33de6fb6dbe5f05%22	https://learnplus.demo.frontendmatter.com/fixed-student-my-courses.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/fixed-student-my-courses.html	(from https://learnplus.demo.frontendmatter.com/student-my-courses.html)
19:20:20	27466/27466	---M-Z	200	added ('OK')	text/css	etag:W/%226b4a-EtaGEHXejikyZf9v8DsfOty0THY%22	https://cdn.jsdelivr.net/fontawesome/4.5.0/css/font-awesome.min.css	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/cdn.jsdelivr.net/fontawesome/4.5.0/css/font-awesome.min.css	(from https://learnplus.demo.frontendmatter.com/student-take-course.html)
19:20:20	69774/69774	---MCZ	200	added ('OK')	text/html	etag:W/%22b1a73da26c9d843427f298ae4c26693c%22	https://learnplus.demo.frontendmatter.com/fixed-student-take-course.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/fixed-student-take-course.html	(from https://learnplus.demo.frontendmatter.com/student-take-course.html)
19:20:21	63548/63548	---MCZ	200	added ('OK')	text/html	etag:W/%221465cc4971673bbcad3a7b7c12aafcde%22	https://learnplus.demo.frontendmatter.com/fixed-student-quiz-results.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/fixed-student-quiz-results.html	(from https://learnplus.demo.frontendmatter.com/student-quiz-results.html)
19:20:21	548/548	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Mar%202022%2012:20:18%20GMT	https://learnplus.demo.frontendmatter.com/assets/css/summernote.css	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/css/summernote.css	(from https://learnplus.demo.frontendmatter.com/student-forum-thread.html)
19:20:22	72605/72605	---MCZ	200	added ('OK')	text/html	etag:W/%228e3c45262cd4d5cece63a5d817b93e03%22	https://learnplus.demo.frontendmatter.com/fixed-student-forum-thread.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/fixed-student-forum-thread.html	(from https://learnplus.demo.frontendmatter.com/student-forum-thread.html)
19:20:22	548/548	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Mar%202022%2012:20:18%20GMT	https://learnplus.demo.frontendmatter.com/assets/vendor/summernote.min.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/vendor/summernote.min.js	(from https://learnplus.demo.frontendmatter.com/student-forum-thread.html)
19:20:22	548/548	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Mar%202022%2012:20:18%20GMT	https://learnplus.demo.frontendmatter.com/assets/js/summernote.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/js/summernote.js	(from https://learnplus.demo.frontendmatter.com/student-forum-thread.html)
19:20:23	75629/75629	---MCZ	200	added ('OK')	text/html	etag:W/%224b7cf1f9d43fed00fcd56364fc2294d2%22	https://learnplus.demo.frontendmatter.com/instructor-forum.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-forum.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
19:20:23	79863/79863	---MCZ	200	added ('OK')	text/html	etag:W/%2238738eff8b386ffc36c49abf839f6cc8%22	https://learnplus.demo.frontendmatter.com/instructor-messages.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-messages.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
19:20:24	65782/65782	---MCZ	200	added ('OK')	text/html	etag:W/%2205df7dd16f814bb333213ef51bade3d8%22	https://learnplus.demo.frontendmatter.com/instructor-account-edit.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-account-edit.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
19:20:24	62364/62364	---MCZ	200	added ('OK')	text/html	etag:W/%2252b309e3a6650223d2539e19df6209d7%22	https://learnplus.demo.frontendmatter.com/instructor-earnings.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-earnings.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
19:20:24	62199/62199	---MCZ	200	added ('OK')	text/html	etag:W/%22da0a4a95146650ad19136ac21ff9f7c2%22	https://learnplus.demo.frontendmatter.com/instructor-statement.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-statement.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
19:20:25	67617/67617	---MCZ	200	added ('OK')	text/html	etag:W/%228003868a01034535e9eff9155d3f1ac6%22	https://learnplus.demo.frontendmatter.com/instructor-course-edit.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-course-edit.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
19:20:25	5953/5953	---M--	200	added ('OK')	image/jpeg	etag:%2246b9f2516c5e1e7631228cdb3c213a5e%22	https://learnplus.demo.frontendmatter.com/assets/images/people/110/guy-9.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/people/110/guy-9.jpg	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
19:20:26	71966/71966	---MCZ	200	added ('OK')	text/html	etag:W/%221caa11d6b0c5ed0667a48e87a18df196%22	https://learnplus.demo.frontendmatter.com/instructor-messages-2.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-messages-2.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
19:20:26	73332/73332	---MCZ	200	added ('OK')	text/html	etag:W/%2243c2d2b74f3592070c0fdc80395c27c3%22	https://learnplus.demo.frontendmatter.com/instructor-courses.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-courses.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
19:20:26	57514/57514	---MCZ	200	added ('OK')	text/html	etag:W/%226b6d6ed615d3be8abbfbb4cdca75c605%22	https://learnplus.demo.frontendmatter.com/instructor-quizzes.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-quizzes.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
19:20:27	63028/63028	---MCZ	200	added ('OK')	text/html	etag:W/%22855a092dfafce94e51975dfdf38b2c7e%22	https://learnplus.demo.frontendmatter.com/instructor-forum-thread.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-forum-thread.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
19:20:27	61043/61043	---MCZ	200	added ('OK')	text/html	etag:W/%22d1dffd8d59c2d31e319033fd1b5f2afa%22	https://learnplus.demo.frontendmatter.com/instructor-forum-ask.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-forum-ask.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
19:20:28	53767/53767	---MCZ	200	added ('OK')	text/html	etag:W/%22d2a78602243f3e8bce53cb0e587b9fda%22	https://learnplus.demo.frontendmatter.com/instructor-help-center.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-help-center.html	(from https://learnplus.demo.frontendmatter.com/instructor-dashboard.html)
